dist_code,year,state_code,state_name,dist_name,area,production,yield_kg_ha
1,2000,14,Chhattisgarh,Durg,0.02,0.01,500.0
1,2010,14,Chhattisgarh,Durg,0.33,0.49,1485.0
1,2017,14,Chhattisgarh,Durg,0.02,0.01,333.0
3,1991,14,Chhattisgarh,Raipur,0.02,0.02,1000.0
3,1992,14,Chhattisgarh,Raipur,0.01,0.01,1000.0
3,2007,14,Chhattisgarh,Raipur,0.01,0.01,1000.0
4,2011,14,Chhattisgarh,Bilaspur,0.01,0.01,1000.0
4,2012,14,Chhattisgarh,Bilaspur,0.01,0.01,1000.0
4,2013,14,Chhattisgarh,Bilaspur,0.01,0.01,1000.0
4,2014,14,Chhattisgarh,Bilaspur,0.02,0.01,500.0
4,2015,14,Chhattisgarh,Bilaspur,0.02,0.01,500.0
4,2016,14,Chhattisgarh,Bilaspur,0.02,0.01,400.0
4,2017,14,Chhattisgarh,Bilaspur,0.02,0.01,438.0
4,2018,14,Chhattisgarh,Bilaspur,0.01,0.01,417.0
5,1990,14,Chhattisgarh,Raigarh,0.07,0.04,571.0
5,1991,14,Chhattisgarh,Raigarh,0.04,0.02,500.0
5,1992,14,Chhattisgarh,Raigarh,0.05,0.03,600.0
5,1993,14,Chhattisgarh,Raigarh,0.06,0.03,500.0
5,2000,14,Chhattisgarh,Raigarh,0.02,0.01,500.0
5,2001,14,Chhattisgarh,Raigarh,0.03,0.01,333.0
5,2002,14,Chhattisgarh,Raigarh,0.03,0.01,333.0
5,2004,14,Chhattisgarh,Raigarh,0.03,0.01,333.0
5,2005,14,Chhattisgarh,Raigarh,0.03,0.01,333.0
5,2006,14,Chhattisgarh,Raigarh,0.05,0.02,400.0
5,2007,14,Chhattisgarh,Raigarh,0.02,0.01,500.0
5,2008,14,Chhattisgarh,Raigarh,0.02,0.01,500.0
5,2009,14,Chhattisgarh,Raigarh,0.02,0.01,500.0
5,2011,14,Chhattisgarh,Raigarh,0.03,0.01,333.0
5,2012,14,Chhattisgarh,Raigarh,0.33,0.13,394.0
5,2013,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0
5,2014,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0
5,2015,14,Chhattisgarh,Raigarh,0.01,0.01,1000.0
6,1990,14,Chhattisgarh,Surguja,0.04,0.02,500.0
7,1990,6,Madhya Pradesh,Jabalpur,0.04,0.04,1000.0
7,1991,6,Madhya Pradesh,Jabalpur,0.03,0.02,667.0
7,1992,6,Madhya Pradesh,Jabalpur,0.05,0.04,800.0
7,1993,6,Madhya Pradesh,Jabalpur,0.02,0.01,500.0
7,2005,6,Madhya Pradesh,Jabalpur,0.01,0.01,1000.0
7,2006,6,Madhya Pradesh,Jabalpur,0.01,0.01,1000.0
7,2018,6,Madhya Pradesh,Jabalpur,0.03,0.04,1321.0
7,2019,6,Madhya Pradesh,Jabalpur,0.01,0.02,1727.0
8,2006,6,Madhya Pradesh,Balaghat,0.01,0.01,1000.0
9,1990,6,Madhya Pradesh,Chhindwara,0.08,0.05,625.0
9,1991,6,Madhya Pradesh,Chhindwara,0.07,0.04,571.0
9,1992,6,Madhya Pradesh,Chhindwara,0.15,0.1,667.0
9,1993,6,Madhya Pradesh,Chhindwara,0.17,0.12,706.0
9,1994,6,Madhya Pradesh,Chhindwara,0.3,0.2,667.0
9,1995,6,Madhya Pradesh,Chhindwara,0.2,0.2,1000.0
9,1996,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0
9,1997,6,Madhya Pradesh,Chhindwara,0.2,0.2,1000.0
9,1998,6,Madhya Pradesh,Chhindwara,0.2,0.1,500.0
9,1999,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0
9,2000,6,Madhya Pradesh,Chhindwara,0.3,0.2,667.0
9,2001,6,Madhya Pradesh,Chhindwara,0.4,0.2,500.0
9,2002,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0
9,2003,6,Madhya Pradesh,Chhindwara,0.1,0.1,1000.0
9,2004,6,Madhya Pradesh,Chhindwara,0.11,0.09,818.0
9,2005,6,Madhya Pradesh,Chhindwara,0.08,0.05,625.0
9,2006,6,Madhya Pradesh,Chhindwara,0.11,0.09,818.0
9,2010,6,Madhya Pradesh,Chhindwara,0.11,0.11,964.0
9,2011,6,Madhya Pradesh,Chhindwara,0.11,0.13,1218.0
9,2014,6,Madhya Pradesh,Chhindwara,2.0,3.0,1500.0
9,2018,6,Madhya Pradesh,Chhindwara,0.14,0.17,1169.0
9,2019,6,Madhya Pradesh,Chhindwara,0.01,0.01,1143.0
10,1990,6,Madhya Pradesh,Narsinghpur,0.14,0.14,1000.0
10,1991,6,Madhya Pradesh,Narsinghpur,0.11,0.09,818.0
10,1992,6,Madhya Pradesh,Narsinghpur,0.09,0.1,1111.0
10,1993,6,Madhya Pradesh,Narsinghpur,0.07,0.06,857.0
10,1995,6,Madhya Pradesh,Narsinghpur,0.2,0.2,1000.0
10,2000,6,Madhya Pradesh,Narsinghpur,0.1,0.1,1000.0
10,2004,6,Madhya Pradesh,Narsinghpur,0.02,0.03,1500.0
10,2005,6,Madhya Pradesh,Narsinghpur,0.01,0.02,2000.0
10,2007,6,Madhya Pradesh,Narsinghpur,0.1,0.1,1000.0
10,2011,6,Madhya Pradesh,Narsinghpur,0.02,0.04,1947.0
10,2013,6,Madhya Pradesh,Narsinghpur,0.01,0.01,1000.0
10,2014,6,Madhya Pradesh,Narsinghpur,3.0,4.0,1333.0
10,2017,6,Madhya Pradesh,Narsinghpur,1.0,2.54,2540.0
10,2018,6,Madhya Pradesh,Narsinghpur,0.01,0.01,1429.0
11,1990,6,Madhya Pradesh,Seoni,0.05,0.06,1200.0
11,2012,6,Madhya Pradesh,Seoni,0.01,0.02,2000.0
11,2018,6,Madhya Pradesh,Seoni,0.01,0.01,1250.0
13,1990,6,Madhya Pradesh,Sagar,0.03,0.02,667.0
13,1991,6,Madhya Pradesh,Sagar,0.06,0.03,500.0
13,1992,6,Madhya Pradesh,Sagar,0.01,0.01,1000.0
13,1993,6,Madhya Pradesh,Sagar,0.01,0.01,1000.0
13,2004,6,Madhya Pradesh,Sagar,0.03,0.02,667.0
13,2005,6,Madhya Pradesh,Sagar,0.04,0.04,1000.0
13,2006,6,Madhya Pradesh,Sagar,0.02,0.02,1000.0
13,2009,6,Madhya Pradesh,Sagar,0.1,0.1,1000.0
13,2010,6,Madhya Pradesh,Sagar,0.02,0.02,1050.0
13,2011,6,Madhya Pradesh,Sagar,0.06,0.07,1048.0
13,2012,6,Madhya Pradesh,Sagar,0.02,0.07,3500.0
13,2013,6,Madhya Pradesh,Sagar,0.01,0.01,1000.0
13,2018,6,Madhya Pradesh,Sagar,0.02,0.03,1737.0
13,2019,6,Madhya Pradesh,Sagar,0.02,0.02,1267.0
14,1992,6,Madhya Pradesh,Damoh,0.02,0.02,1000.0
14,1993,6,Madhya Pradesh,Damoh,0.03,0.03,1000.0
14,2002,6,Madhya Pradesh,Damoh,0.1,0.1,1000.0
14,2003,6,Madhya Pradesh,Damoh,0.2,0.2,1000.0
14,2004,6,Madhya Pradesh,Damoh,0.06,0.07,1167.0
14,2005,6,Madhya Pradesh,Damoh,0.06,0.08,1333.0
14,2006,6,Madhya Pradesh,Damoh,0.07,0.08,1143.0
14,2007,6,Madhya Pradesh,Damoh,0.1,0.1,1000.0
14,2010,6,Madhya Pradesh,Damoh,0.01,0.01,2000.0
14,2011,6,Madhya Pradesh,Damoh,1.4,2.69,1923.0
14,2012,6,Madhya Pradesh,Damoh,0.01,0.02,2000.0
14,2014,6,Madhya Pradesh,Damoh,2.0,5.0,2500.0
15,2012,6,Madhya Pradesh,Tikamgarh,0.03,0.03,1000.0
15,2018,6,Madhya Pradesh,Tikamgarh,0.01,0.01,857.0
15,2019,6,Madhya Pradesh,Tikamgarh,0.01,0.01,889.0
16,1990,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0
16,1991,6,Madhya Pradesh,Chhatarpur,0.04,0.01,250.0
16,1992,6,Madhya Pradesh,Chhatarpur,0.06,0.04,667.0
16,1993,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0
16,2004,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0
16,2005,6,Madhya Pradesh,Chhatarpur,0.04,0.02,500.0
16,2006,6,Madhya Pradesh,Chhatarpur,0.24,0.12,500.0
16,2007,6,Madhya Pradesh,Chhatarpur,0.3,0.1,333.0
16,2008,6,Madhya Pradesh,Chhatarpur,0.2,0.1,500.0
16,2009,6,Madhya Pradesh,Chhatarpur,0.2,0.1,500.0
16,2010,6,Madhya Pradesh,Chhatarpur,0.03,0.01,538.0
16,2011,6,Madhya Pradesh,Chhatarpur,0.02,0.01,421.0
16,2013,6,Madhya Pradesh,Chhatarpur,0.07,0.05,714.0
16,2014,6,Madhya Pradesh,Chhatarpur,2.0,3.0,1500.0
16,2017,6,Madhya Pradesh,Chhatarpur,0.01,0.03,3000.0
16,2018,6,Madhya Pradesh,Chhatarpur,0.01,0.01,571.0
16,2019,6,Madhya Pradesh,Chhatarpur,0.01,0.01,571.0
17,1990,6,Madhya Pradesh,Panna,0.03,0.03,1000.0
17,1991,6,Madhya Pradesh,Panna,0.03,0.02,667.0
17,1992,6,Madhya Pradesh,Panna,0.02,0.02,1000.0
17,1993,6,Madhya Pradesh,Panna,0.04,0.03,750.0
17,1995,6,Madhya Pradesh,Panna,0.1,0.1,1000.0
17,1997,6,Madhya Pradesh,Panna,0.1,0.1,1000.0
17,1998,6,Madhya Pradesh,Panna,0.1,0.1,1000.0
17,2002,6,Madhya Pradesh,Panna,0.1,0.1,1000.0
17,2004,6,Madhya Pradesh,Panna,0.04,0.03,750.0
17,2005,6,Madhya Pradesh,Panna,0.04,0.04,1000.0
17,2006,6,Madhya Pradesh,Panna,0.04,0.03,750.0
17,2009,6,Madhya Pradesh,Panna,0.1,0.1,1000.0
17,2010,6,Madhya Pradesh,Panna,0.07,0.1,1471.0
17,2011,6,Madhya Pradesh,Panna,0.08,0.09,1146.0
17,2013,6,Madhya Pradesh,Panna,0.01,0.02,2000.0
17,2014,6,Madhya Pradesh,Panna,2.0,3.0,1500.0
17,2019,6,Madhya Pradesh,Panna,0.01,0.01,1300.0
18,1990,6,Madhya Pradesh,Rewa,0.77,0.41,532.0
18,1991,6,Madhya Pradesh,Rewa,0.83,0.31,373.0
18,1992,6,Madhya Pradesh,Rewa,0.97,0.58,598.0
18,1993,6,Madhya Pradesh,Rewa,1.14,0.58,509.0
18,1994,6,Madhya Pradesh,Rewa,0.9,0.4,444.0
18,1995,6,Madhya Pradesh,Rewa,0.9,0.5,556.0
18,1996,6,Madhya Pradesh,Rewa,0.6,0.3,500.0
18,1997,6,Madhya Pradesh,Rewa,0.7,0.3,429.0
18,1998,6,Madhya Pradesh,Rewa,0.7,0.5,714.0
18,1999,6,Madhya Pradesh,Rewa,0.6,0.3,500.0
18,2000,6,Madhya Pradesh,Rewa,0.6,0.4,667.0
18,2001,6,Madhya Pradesh,Rewa,0.5,0.2,400.0
18,2002,6,Madhya Pradesh,Rewa,0.6,0.2,333.0
18,2003,6,Madhya Pradesh,Rewa,0.7,0.4,571.0
18,2004,6,Madhya Pradesh,Rewa,0.66,0.35,530.0
18,2005,6,Madhya Pradesh,Rewa,1.11,0.55,495.0
18,2006,6,Madhya Pradesh,Rewa,0.96,0.33,344.0
18,2007,6,Madhya Pradesh,Rewa,1.3,0.6,462.0
18,2008,6,Madhya Pradesh,Rewa,1.0,0.6,600.0
18,2009,6,Madhya Pradesh,Rewa,0.8,0.3,375.0
18,2010,6,Madhya Pradesh,Rewa,0.57,0.32,562.0
18,2011,6,Madhya Pradesh,Rewa,0.47,0.25,522.0
18,2012,6,Madhya Pradesh,Rewa,0.12,0.05,417.0
18,2013,6,Madhya Pradesh,Rewa,0.29,0.12,414.0
18,2014,6,Madhya Pradesh,Rewa,2.0,3.0,1500.0
18,2015,6,Madhya Pradesh,Rewa,2.0,2.0,1000.0
18,2017,6,Madhya Pradesh,Rewa,8.0,13.24,1655.0
18,2018,6,Madhya Pradesh,Rewa,0.11,0.06,583.0
18,2019,6,Madhya Pradesh,Rewa,0.05,0.02,469.0
19,1999,6,Madhya Pradesh,Sidhi,0.2,0.1,500.0
19,2012,6,Madhya Pradesh,Sidhi,0.34,0.19,559.0
19,2015,6,Madhya Pradesh,Sidhi,9.0,4.0,444.0
19,2017,6,Madhya Pradesh,Sidhi,8.9,12.68,1425.0
19,2019,6,Madhya Pradesh,Sidhi,0.03,0.01,346.0
20,1990,6,Madhya Pradesh,Satna,0.09,0.06,667.0
20,1991,6,Madhya Pradesh,Satna,0.07,0.03,429.0
20,1992,6,Madhya Pradesh,Satna,0.25,0.16,640.0
20,1993,6,Madhya Pradesh,Satna,0.11,0.06,545.0
20,1994,6,Madhya Pradesh,Satna,0.1,0.1,1000.0
20,1995,6,Madhya Pradesh,Satna,0.1,0.1,1000.0
20,1998,6,Madhya Pradesh,Satna,0.1,0.1,1000.0
20,2000,6,Madhya Pradesh,Satna,0.1,0.1,1000.0
20,2001,6,Madhya Pradesh,Satna,0.1,0.1,1000.0
20,2002,6,Madhya Pradesh,Satna,0.1,0.1,1000.0
20,2004,6,Madhya Pradesh,Satna,0.08,0.04,500.0
20,2005,6,Madhya Pradesh,Satna,0.06,0.04,667.0
20,2006,6,Madhya Pradesh,Satna,0.06,0.03,500.0
20,2010,6,Madhya Pradesh,Satna,0.04,0.02,686.0
20,2011,6,Madhya Pradesh,Satna,0.05,0.03,617.0
20,2013,6,Madhya Pradesh,Satna,0.04,0.03,750.0
20,2014,6,Madhya Pradesh,Satna,2.0,3.0,1500.0
20,2017,6,Madhya Pradesh,Satna,0.4,0.54,1350.0
20,2018,6,Madhya Pradesh,Satna,0.02,0.01,765.0
20,2019,6,Madhya Pradesh,Satna,0.05,0.03,565.0
21,1993,6,Madhya Pradesh,Shahdol,0.05,0.02,400.0
21,2012,6,Madhya Pradesh,Shahdol,0.06,0.06,1000.0
21,2018,6,Madhya Pradesh,Shahdol,0.01,0.01,417.0
22,1990,6,Madhya Pradesh,Gwalior,2.43,2.93,1206.0
22,1991,6,Madhya Pradesh,Gwalior,1.46,1.83,1253.0
22,1992,6,Madhya Pradesh,Gwalior,1.66,2.87,1729.0
22,1993,6,Madhya Pradesh,Gwalior,1.47,1.81,1231.0
22,1994,6,Madhya Pradesh,Gwalior,1.3,1.9,1462.0
22,1995,6,Madhya Pradesh,Gwalior,1.4,2.6,1857.0
22,1996,6,Madhya Pradesh,Gwalior,1.7,2.5,1471.0
22,1997,6,Madhya Pradesh,Gwalior,1.8,3.0,1667.0
22,1998,6,Madhya Pradesh,Gwalior,1.6,3.2,2000.0
22,1999,6,Madhya Pradesh,Gwalior,1.4,2.8,2000.0
22,2000,6,Madhya Pradesh,Gwalior,2.3,5.0,2174.0
22,2001,6,Madhya Pradesh,Gwalior,3.9,8.6,2205.0
22,2002,6,Madhya Pradesh,Gwalior,5.6,3.0,536.0
22,2003,6,Madhya Pradesh,Gwalior,13.2,26.4,2000.0
22,2004,6,Madhya Pradesh,Gwalior,6.98,13.69,1961.0
22,2005,6,Madhya Pradesh,Gwalior,5.78,13.56,2346.0
22,2006,6,Madhya Pradesh,Gwalior,5.92,13.18,2226.0
22,2007,6,Madhya Pradesh,Gwalior,9.7,11.5,1186.0
22,2008,6,Madhya Pradesh,Gwalior,9.7,21.2,2186.0
22,2009,6,Madhya Pradesh,Gwalior,10.0,22.7,2270.0
22,2010,6,Madhya Pradesh,Gwalior,10.09,25.91,2569.0
22,2011,6,Madhya Pradesh,Gwalior,10.32,27.44,2659.0
22,2012,6,Madhya Pradesh,Gwalior,9.09,22.65,2492.0
22,2013,6,Madhya Pradesh,Gwalior,7.05,13.65,1936.0
22,2014,6,Madhya Pradesh,Gwalior,8.0,14.0,1750.0
22,2015,6,Madhya Pradesh,Gwalior,9.0,18.0,2000.0
22,2016,6,Madhya Pradesh,Gwalior,10.0,28.0,2800.0
22,2017,6,Madhya Pradesh,Gwalior,11.9,19.02,1598.0
22,2018,6,Madhya Pradesh,Gwalior,18.78,45.29,2412.0
22,2019,6,Madhya Pradesh,Gwalior,17.1,33.71,1972.0
23,1990,6,Madhya Pradesh,Shivpuri,7.53,6.99,928.0
23,1991,6,Madhya Pradesh,Shivpuri,6.36,4.79,753.0
23,1992,6,Madhya Pradesh,Shivpuri,5.79,6.37,1100.0
23,1993,6,Madhya Pradesh,Shivpuri,5.33,4.92,923.0
23,1994,6,Madhya Pradesh,Shivpuri,4.9,4.4,898.0
23,1995,6,Madhya Pradesh,Shivpuri,5.0,5.3,1060.0
23,1996,6,Madhya Pradesh,Shivpuri,4.7,4.7,1000.0
23,1997,6,Madhya Pradesh,Shivpuri,4.4,4.5,1023.0
23,1998,6,Madhya Pradesh,Shivpuri,4.4,5.8,1318.0
23,1999,6,Madhya Pradesh,Shivpuri,4.0,4.1,1025.0
23,2000,6,Madhya Pradesh,Shivpuri,4.2,6.8,1619.0
23,2001,6,Madhya Pradesh,Shivpuri,4.4,5.2,1182.0
23,2002,6,Madhya Pradesh,Shivpuri,7.7,2.3,299.0
23,2003,6,Madhya Pradesh,Shivpuri,15.4,21.9,1422.0
23,2004,6,Madhya Pradesh,Shivpuri,10.49,14.83,1414.0
23,2005,6,Madhya Pradesh,Shivpuri,8.76,13.68,1562.0
23,2006,6,Madhya Pradesh,Shivpuri,8.97,12.57,1401.0
23,2007,6,Madhya Pradesh,Shivpuri,11.4,9.8,860.0
23,2008,6,Madhya Pradesh,Shivpuri,10.1,15.8,1564.0
23,2009,6,Madhya Pradesh,Shivpuri,11.5,17.5,1522.0
23,2010,6,Madhya Pradesh,Shivpuri,11.11,19.64,1767.0
23,2011,6,Madhya Pradesh,Shivpuri,10.3,17.2,1670.0
23,2012,6,Madhya Pradesh,Shivpuri,9.75,15.45,1585.0
23,2013,6,Madhya Pradesh,Shivpuri,5.34,7.24,1356.0
23,2014,6,Madhya Pradesh,Shivpuri,9.0,12.0,1333.0
23,2015,6,Madhya Pradesh,Shivpuri,5.0,7.0,1400.0
23,2016,6,Madhya Pradesh,Shivpuri,8.0,21.0,2625.0
23,2017,6,Madhya Pradesh,Shivpuri,8.7,12.76,1467.0
23,2018,6,Madhya Pradesh,Shivpuri,8.91,15.05,1688.0
23,2019,6,Madhya Pradesh,Shivpuri,5.76,8.8,1529.0
24,1990,6,Madhya Pradesh,Guna,0.31,0.28,903.0
24,1991,6,Madhya Pradesh,Guna,0.14,0.1,714.0
24,1992,6,Madhya Pradesh,Guna,0.09,0.12,1333.0
24,1993,6,Madhya Pradesh,Guna,0.15,0.15,1000.0
24,1994,6,Madhya Pradesh,Guna,0.2,0.1,500.0
24,1995,6,Madhya Pradesh,Guna,0.1,0.1,1000.0
24,1996,6,Madhya Pradesh,Guna,0.2,0.2,1000.0
24,1997,6,Madhya Pradesh,Guna,0.1,0.1,1000.0
24,1998,6,Madhya Pradesh,Guna,0.1,0.2,2000.0
24,1999,6,Madhya Pradesh,Guna,0.1,0.1,1000.0
24,2000,6,Madhya Pradesh,Guna,0.1,0.1,1000.0
24,2001,6,Madhya Pradesh,Guna,0.2,0.2,1000.0
24,2002,6,Madhya Pradesh,Guna,0.2,0.1,500.0
24,2003,6,Madhya Pradesh,Guna,0.3,0.5,1667.0
24,2004,6,Madhya Pradesh,Guna,0.24,0.33,1375.0
24,2005,6,Madhya Pradesh,Guna,0.05,0.08,1600.0
24,2006,6,Madhya Pradesh,Guna,0.16,0.26,1625.0
24,2007,6,Madhya Pradesh,Guna,0.2,0.1,500.0
24,2008,6,Madhya Pradesh,Guna,0.1,0.1,1000.0
24,2009,6,Madhya Pradesh,Guna,0.2,0.4,2000.0
24,2010,6,Madhya Pradesh,Guna,0.06,0.12,1871.0
24,2011,6,Madhya Pradesh,Guna,0.08,0.13,1613.0
24,2012,6,Madhya Pradesh,Guna,0.06,0.1,1667.0
24,2013,6,Madhya Pradesh,Guna,0.07,0.09,1286.0
24,2018,6,Madhya Pradesh,Guna,0.03,0.05,2000.0
24,2019,6,Madhya Pradesh,Guna,0.01,0.01,1750.0
25,1990,6,Madhya Pradesh,Datia,0.97,0.93,959.0
25,1991,6,Madhya Pradesh,Datia,0.64,0.48,750.0
25,1992,6,Madhya Pradesh,Datia,0.9,1.05,1167.0
25,1993,6,Madhya Pradesh,Datia,0.7,0.58,829.0
25,1994,6,Madhya Pradesh,Datia,0.7,0.5,714.0
25,1995,6,Madhya Pradesh,Datia,0.6,0.7,1167.0
25,1996,6,Madhya Pradesh,Datia,1.0,1.0,1000.0
25,1997,6,Madhya Pradesh,Datia,0.2,0.3,1500.0
25,1998,6,Madhya Pradesh,Datia,1.9,2.5,1316.0
25,1999,6,Madhya Pradesh,Datia,0.8,0.8,1000.0
25,2000,6,Madhya Pradesh,Datia,0.7,1.0,1429.0
25,2001,6,Madhya Pradesh,Datia,0.6,0.7,1167.0
25,2002,6,Madhya Pradesh,Datia,1.2,0.7,583.0
25,2003,6,Madhya Pradesh,Datia,1.2,1.2,1000.0
25,2004,6,Madhya Pradesh,Datia,1.09,0.86,789.0
25,2005,6,Madhya Pradesh,Datia,1.01,1.31,1297.0
25,2006,6,Madhya Pradesh,Datia,1.02,1.19,1167.0
25,2007,6,Madhya Pradesh,Datia,2.2,1.4,636.0
25,2008,6,Madhya Pradesh,Datia,0.8,1.6,2000.0
25,2010,6,Madhya Pradesh,Datia,0.91,1.07,1171.0
25,2011,6,Madhya Pradesh,Datia,1.09,1.42,1304.0
25,2012,6,Madhya Pradesh,Datia,0.96,1.66,1729.0
25,2013,6,Madhya Pradesh,Datia,0.81,0.89,1099.0
25,2014,6,Madhya Pradesh,Datia,3.0,5.0,1667.0
25,2015,6,Madhya Pradesh,Datia,1.0,2.0,2000.0
25,2016,6,Madhya Pradesh,Datia,5.0,7.0,1400.0
25,2018,6,Madhya Pradesh,Datia,1.98,3.3,1665.0
25,2019,6,Madhya Pradesh,Datia,2.61,3.49,1335.0
26,1990,6,Madhya Pradesh,Morena,67.72,80.04,1182.0
26,1991,6,Madhya Pradesh,Morena,63.3,62.29,984.0
26,1992,6,Madhya Pradesh,Morena,59.53,61.91,1040.0
26,1993,6,Madhya Pradesh,Morena,60.91,62.31,1023.0
26,1994,6,Madhya Pradesh,Morena,60.6,73.3,1210.0
26,1995,6,Madhya Pradesh,Morena,55.1,54.1,982.0
26,1996,6,Madhya Pradesh,Morena,60.9,79.6,1307.0
26,1997,6,Madhya Pradesh,Morena,69.7,100.1,1436.0
26,1998,6,Madhya Pradesh,Morena,68.2,100.3,1471.0
26,1999,6,Madhya Pradesh,Morena,55.0,73.4,1335.0
26,2000,6,Madhya Pradesh,Morena,73.9,124.0,1678.0
26,2001,6,Madhya Pradesh,Morena,70.2,122.0,1738.0
26,2002,6,Madhya Pradesh,Morena,73.3,68.9,940.0
26,2003,6,Madhya Pradesh,Morena,76.8,131.1,1707.0
26,2004,6,Madhya Pradesh,Morena,73.79,129.58,1756.0
26,2005,6,Madhya Pradesh,Morena,79.78,156.45,1961.0
26,2006,6,Madhya Pradesh,Morena,82.75,145.73,1761.0
26,2007,6,Madhya Pradesh,Morena,89.4,168.7,1887.0
26,2008,6,Madhya Pradesh,Morena,87.5,143.1,1635.0
26,2009,6,Madhya Pradesh,Morena,74.8,143.6,1920.0
26,2010,6,Madhya Pradesh,Morena,96.46,238.27,2470.0
26,2011,6,Madhya Pradesh,Morena,98.57,238.54,2420.0
26,2012,6,Madhya Pradesh,Morena,94.71,223.42,2359.0
26,2013,6,Madhya Pradesh,Morena,111.05,237.85,2142.0
26,2014,6,Madhya Pradesh,Morena,87.0,196.0,2253.0
26,2015,6,Madhya Pradesh,Morena,135.0,390.0,2889.0
26,2016,6,Madhya Pradesh,Morena,163.0,480.0,2945.0
26,2017,6,Madhya Pradesh,Morena,121.5,361.1,2972.0
26,2018,6,Madhya Pradesh,Morena,197.85,338.71,1712.0
26,2019,6,Madhya Pradesh,Morena,202.06,444.32,2199.0
27,1990,6,Madhya Pradesh,Bhind,35.75,37.66,1053.0
27,1991,6,Madhya Pradesh,Bhind,30.89,28.98,938.0
27,1992,6,Madhya Pradesh,Bhind,34.98,48.33,1382.0
27,1993,6,Madhya Pradesh,Bhind,32.02,34.25,1070.0
27,1994,6,Madhya Pradesh,Bhind,26.6,22.3,838.0
27,1995,6,Madhya Pradesh,Bhind,29.4,37.7,1282.0
27,1996,6,Madhya Pradesh,Bhind,29.3,33.8,1154.0
27,1997,6,Madhya Pradesh,Bhind,26.1,30.0,1149.0
27,1998,6,Madhya Pradesh,Bhind,25.3,36.0,1423.0
27,1999,6,Madhya Pradesh,Bhind,30.3,32.9,1086.0
27,2000,6,Madhya Pradesh,Bhind,34.2,36.9,1079.0
27,2001,6,Madhya Pradesh,Bhind,29.5,35.1,1190.0
27,2002,6,Madhya Pradesh,Bhind,33.3,34.7,1042.0
27,2003,6,Madhya Pradesh,Bhind,34.8,48.1,1382.0
27,2004,6,Madhya Pradesh,Bhind,36.11,50.34,1394.0
27,2005,6,Madhya Pradesh,Bhind,33.06,42.46,1284.0
27,2006,6,Madhya Pradesh,Bhind,31.69,34.07,1075.0
27,2007,6,Madhya Pradesh,Bhind,33.2,38.1,1148.0
27,2008,6,Madhya Pradesh,Bhind,28.3,30.1,1064.0
27,2009,6,Madhya Pradesh,Bhind,22.2,23.5,1059.0
27,2010,6,Madhya Pradesh,Bhind,35.36,50.22,1420.0
27,2011,6,Madhya Pradesh,Bhind,33.59,51.99,1548.0
27,2012,6,Madhya Pradesh,Bhind,36.92,60.86,1648.0
27,2013,6,Madhya Pradesh,Bhind,29.76,84.76,2848.0
27,2014,6,Madhya Pradesh,Bhind,50.0,112.0,2240.0
27,2015,6,Madhya Pradesh,Bhind,46.0,130.0,2826.0
27,2016,6,Madhya Pradesh,Bhind,45.0,165.0,3667.0
27,2017,6,Madhya Pradesh,Bhind,61.9,170.47,2754.0
27,2018,6,Madhya Pradesh,Bhind,57.62,158.85,2757.0
27,2019,6,Madhya Pradesh,Bhind,74.16,238.61,3218.0
28,1990,6,Madhya Pradesh,Indore,0.01,0.01,1000.0
28,1991,6,Madhya Pradesh,Indore,0.01,0.01,1000.0
28,2018,6,Madhya Pradesh,Indore,0.02,0.05,2889.0
28,2019,6,Madhya Pradesh,Indore,0.01,0.02,2714.0
29,1990,6,Madhya Pradesh,Ratlam,2.0,1.38,690.0
29,1991,6,Madhya Pradesh,Ratlam,1.63,0.98,601.0
29,1992,6,Madhya Pradesh,Ratlam,1.14,0.88,772.0
29,1993,6,Madhya Pradesh,Ratlam,0.89,0.66,742.0
29,1994,6,Madhya Pradesh,Ratlam,0.5,0.4,800.0
29,1995,6,Madhya Pradesh,Ratlam,0.2,0.2,1000.0
29,1996,6,Madhya Pradesh,Ratlam,0.1,0.1,1000.0
29,1997,6,Madhya Pradesh,Ratlam,0.1,0.1,1000.0
29,1998,6,Madhya Pradesh,Ratlam,0.1,0.1,1000.0
29,2002,6,Madhya Pradesh,Ratlam,0.3,0.1,333.0
29,2003,6,Madhya Pradesh,Ratlam,0.3,0.5,1667.0
29,2004,6,Madhya Pradesh,Ratlam,0.05,0.07,1400.0
29,2005,6,Madhya Pradesh,Ratlam,0.03,0.04,1333.0
29,2006,6,Madhya Pradesh,Ratlam,0.06,0.09,1500.0
29,2007,6,Madhya Pradesh,Ratlam,0.9,1.3,1444.0
29,2009,6,Madhya Pradesh,Ratlam,0.2,0.3,1500.0
29,2018,6,Madhya Pradesh,Ratlam,0.02,0.04,2412.0
29,2019,6,Madhya Pradesh,Ratlam,0.01,0.01,1091.0
30,1990,6,Madhya Pradesh,Ujjain,0.68,0.54,794.0
